INFO:root:Version : 7
INFO:root:accumulate return : 14.33776
INFO:root:accumulate return : 14.1169
INFO:root:accumulate return : 14.11433
INFO:root:accumulate return : 14.26687
INFO:root:accumulate return : 14.31229
INFO:root:accumulate return : 14.4292
INFO:root:accumulate return : 14.28406
INFO:root:accumulate return : 14.02283
INFO:root:accumulate return : 14.13448
INFO:root:accumulate return : 14.06001
INFO:root:accumulate return : 14.31581
INFO:root:accumulate return : 14.29772
INFO:root:accumulate return : 14.17709
INFO:root:accumulate return : 14.36065
INFO:root:accumulate return : 14.45681
INFO:root:accumulate return : 14.43976
INFO:root:accumulate return : 14.26645
INFO:root:accumulate return : 14.40544
INFO:root:accumulate return : 14.15415
INFO:root:accumulate return : 14.06774
INFO:root:accumulate return : 13.88442
INFO:root:accumulate return : 14.13351
INFO:root:accumulate return : 14.07689
INFO:root:accumulate return : 14.15841
INFO:root:accumulate return : 14.09601
INFO:root:accumulate return : 14.15502
INFO:root:accumulate return : 13.97693
INFO:root:accumulate return : 14.4214
INFO:root:accumulate return : 14.33196
INFO:root:accumulate return : 14.24291
INFO:root:accumulate return : 14.39877
INFO:root:accumulate return : 14.28628
INFO:root:accumulate return : 14.16137
INFO:root:accumulate return : 14.23548
INFO:root:accumulate return : 14.26566
INFO:root:accumulate return : 14.13143
INFO:root:accumulate return : 14.47049
INFO:root:accumulate return : 14.17019
INFO:root:accumulate return : 14.28766
INFO:root:accumulate return : 14.30643
INFO:root:accumulate return : 13.99442
INFO:root:accumulate return : 14.13538
INFO:root:accumulate return : 14.34232
INFO:root:accumulate return : 13.91509
INFO:root:accumulate return : 14.301
INFO:root:accumulate return : 13.9665
INFO:root:accumulate return : 14.26711
INFO:root:accumulate return : 14.5108
INFO:root:accumulate return : 14.12846
INFO:root:accumulate return : 14.29934
INFO:root:accumulate return : 14.09049
INFO:root:accumulate return : 14.21621
INFO:root:accumulate return : 14.17037
INFO:root:accumulate return : 14.23399
INFO:root:accumulate return : 14.24511
INFO:root:accumulate return : 14.34771
INFO:root:accumulate return : 14.11284
INFO:root:accumulate return : 14.17752
INFO:root:accumulate return : 14.33515
INFO:root:accumulate return : 14.16911
INFO:root:accumulate return : 14.08666
INFO:root:accumulate return : 14.41463
INFO:root:accumulate return : 14.3079
INFO:root:accumulate return : 14.08129
INFO:root:accumulate return : 14.20701
INFO:root:accumulate return : 13.96529
INFO:root:accumulate return : 14.29555
INFO:root:accumulate return : 14.17919
INFO:root:accumulate return : 14.1674
INFO:root:accumulate return : 14.39477
INFO:root:accumulate return : 14.23906
INFO:root:accumulate return : 14.14684
INFO:root:accumulate return : 14.08313
INFO:root:accumulate return : 14.24386
INFO:root:accumulate return : 14.3082
INFO:root:accumulate return : 14.27377
INFO:root:accumulate return : 14.28931
INFO:root:accumulate return : 14.21903
INFO:root:accumulate return : 14.1645
INFO:root:accumulate return : 14.13505
INFO:root:accumulate return : 14.2956
INFO:root:accumulate return : 14.36268
INFO:root:accumulate return : 14.03379
INFO:root:accumulate return : 14.40322
INFO:root:accumulate return : 14.27259
INFO:root:accumulate return : 14.21126
INFO:root:accumulate return : 14.08211
INFO:root:accumulate return : 14.12991
INFO:root:accumulate return : 14.26733
INFO:root:accumulate return : 14.2414
INFO:root:accumulate return : 14.08986
INFO:root:accumulate return : 14.32587
INFO:root:accumulate return : 14.25715
INFO:root:accumulate return : 14.22939
INFO:root:accumulate return : 14.13505
INFO:root:accumulate return : 14.25395
INFO:root:accumulate return : 14.26237
INFO:root:accumulate return : 14.33412
INFO:root:accumulate return : 14.3971
INFO:root:accumulate return : 14.11448
INFO:root:accumulate return : 14.1688
INFO:root:accumulate return : 14.028
INFO:root:accumulate return : 14.09739
INFO:root:accumulate return : 13.87657
INFO:root:accumulate return : 13.88363
INFO:root:accumulate return : 14.36652
INFO:root:accumulate return : 14.1542
INFO:root:accumulate return : 14.14108
INFO:root:accumulate return : 13.80394
INFO:root:accumulate return : 14.19816
INFO:root:accumulate return : 14.28156
INFO:root:accumulate return : 14.36306
INFO:root:accumulate return : 14.10142
INFO:root:accumulate return : 14.16257
INFO:root:accumulate return : 14.17397
INFO:root:accumulate return : 13.99781
INFO:root:accumulate return : 14.03856
INFO:root:accumulate return : 14.21413
INFO:root:accumulate return : 13.98967
INFO:root:accumulate return : 14.33447
INFO:root:accumulate return : 14.17611
INFO:root:accumulate return : 14.22771
INFO:root:accumulate return : 14.07331
INFO:root:accumulate return : 14.26429
INFO:root:accumulate return : 14.08831
INFO:root:accumulate return : 14.02755
INFO:root:accumulate return : 14.26896
INFO:root:accumulate return : 14.26286
INFO:root:accumulate return : 14.21591
INFO:root:accumulate return : 14.0663
INFO:root:accumulate return : 14.2413
INFO:root:accumulate return : 14.13986
INFO:root:accumulate return : 14.19915
INFO:root:accumulate return : 14.36469
INFO:root:accumulate return : 14.20282
INFO:root:accumulate return : 14.23183
INFO:root:accumulate return : 14.25586
INFO:root:accumulate return : 14.30022
INFO:root:accumulate return : 14.29929
INFO:root:accumulate return : 14.00354
INFO:root:accumulate return : 14.00671
INFO:root:accumulate return : 14.14438
INFO:root:accumulate return : 14.42778
INFO:root:accumulate return : 14.12433
INFO:root:accumulate return : 14.00671
INFO:root:accumulate return : 14.38618
INFO:root:accumulate return : 14.04771
INFO:root:accumulate return : 14.10416
INFO:root:accumulate return : 14.03581
INFO:root:accumulate return : 14.12136
INFO:root:accumulate return : 14.05056
INFO:root:accumulate return : 13.87801
INFO:root:accumulate return : 14.1906
INFO:root:accumulate return : 14.10675
INFO:root:accumulate return : 14.08657
INFO:root:accumulate return : 14.17182
INFO:root:accumulate return : 14.35783
INFO:root:accumulate return : 14.53362
INFO:root:accumulate return : 14.19171
INFO:root:accumulate return : 14.36432
INFO:root:accumulate return : 14.26884
INFO:root:accumulate return : 14.28831
INFO:root:accumulate return : 14.15477
INFO:root:accumulate return : 14.28138
INFO:root:accumulate return : 14.19831
INFO:root:accumulate return : 14.20383
INFO:root:accumulate return : 14.27015
INFO:root:accumulate return : 14.05855
INFO:root:accumulate return : 14.43309
INFO:root:accumulate return : 14.05969
INFO:root:accumulate return : 14.11729
INFO:root:accumulate return : 14.29745
INFO:root:accumulate return : 14.17653
INFO:root:accumulate return : 14.27178
INFO:root:accumulate return : 14.26226
INFO:root:accumulate return : 14.30619
INFO:root:accumulate return : 14.29529
INFO:root:accumulate return : 14.60792
INFO:root:accumulate return : 14.29388
INFO:root:accumulate return : 14.29021
INFO:root:accumulate return : 14.32672
INFO:root:accumulate return : 14.22252
INFO:root:accumulate return : 14.18751
INFO:root:accumulate return : 14.16272
INFO:root:accumulate return : 14.24504
INFO:root:accumulate return : 14.40301
INFO:root:accumulate return : 14.27677
INFO:root:accumulate return : 14.0168
INFO:root:accumulate return : 13.95715
INFO:root:accumulate return : 14.24975
INFO:root:accumulate return : 14.09448
INFO:root:accumulate return : 14.15303
INFO:root:accumulate return : 14.03828
INFO:root:accumulate return : 14.23044
INFO:root:accumulate return : 14.26222
INFO:root:accumulate return : 14.11336
INFO:root:accumulate return : 14.23751
INFO:root:accumulate return : 14.19557
INFO:root:accumulate return : 14.13918
INFO:root:accumulate return : 14.23802
INFO:root:accumulate return : 14.39097
INFO:root:accumulate return : 14.46868
INFO:root:accumulate return : 14.32884
INFO:root:accumulate return : 14.09979
INFO:root:accumulate return : 14.32801
INFO:root:accumulate return : 13.93239
INFO:root:accumulate return : 14.38827
INFO:root:accumulate return : 14.13629
INFO:root:accumulate return : 13.97798
INFO:root:accumulate return : 14.19378
INFO:root:accumulate return : 14.29717
INFO:root:accumulate return : 14.1976
INFO:root:accumulate return : 14.29915
INFO:root:accumulate return : 14.12296
INFO:root:accumulate return : 14.51235
INFO:root:accumulate return : 14.15485
INFO:root:accumulate return : 14.24465
INFO:root:accumulate return : 14.36262
INFO:root:accumulate return : 14.01252
INFO:root:accumulate return : 14.09987
INFO:root:accumulate return : 14.1771
INFO:root:accumulate return : 14.24122
INFO:root:accumulate return : 14.15391
INFO:root:accumulate return : 14.29121
INFO:root:accumulate return : 14.12792
INFO:root:accumulate return : 14.23152
INFO:root:accumulate return : 14.18154
INFO:root:accumulate return : 14.28784
INFO:root:accumulate return : 14.17933
INFO:root:accumulate return : 14.20135
INFO:root:accumulate return : 14.09167
INFO:root:accumulate return : 14.27245
INFO:root:accumulate return : 14.13863
INFO:root:accumulate return : 14.13401
INFO:root:accumulate return : 14.10019
INFO:root:accumulate return : 14.17358
INFO:root:accumulate return : 14.15059
INFO:root:accumulate return : 14.26344
INFO:root:accumulate return : 14.18312
INFO:root:accumulate return : 14.19624
INFO:root:accumulate return : 14.12054
INFO:root:accumulate return : 13.99856
INFO:root:accumulate return : 14.11348
INFO:root:accumulate return : 14.15945
INFO:root:accumulate return : 13.97984
INFO:root:accumulate return : 14.18632
INFO:root:accumulate return : 14.15182
INFO:root:accumulate return : 14.10486
INFO:root:accumulate return : 14.10378
INFO:root:accumulate return : 14.1929
INFO:root:accumulate return : 14.26254
INFO:root:accumulate return : 14.10851
INFO:root:accumulate return : 14.3281
INFO:root:accumulate return : 13.99289
INFO:root:accumulate return : 14.21496
INFO:root:accumulate return : 14.32696
INFO:root:Processing time : 11.5494444444 hours
INFO:root:Version : 7
INFO:root:Time start : 2016-06-12-05-31-43
INFO:root:Input data :GBPUSD240.csv
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 1000000
INFO:root:batch_size = 300
INFO:root:look back term = 300
INFO:root:hidden_size = 600
INFO:root:training period = -10500 ~ -500
INFO:root:learning rate = 0.1
INFO:root:discount rate = 9e-06
INFO:root:step_size = 10
INFO:root:activation function = relu
INFO:root:comment :Learning rate test ( Adagrad )
INFO:root:accumulate return : -2.32434
INFO:root:accumulate return : -2.42621
INFO:root:accumulate return : -2.38736
INFO:root:accumulate return : -2.10523
INFO:root:accumulate return : -2.20805
INFO:root:accumulate return : -2.43337
INFO:root:accumulate return : -2.4466
INFO:root:accumulate return : -2.3534
INFO:root:accumulate return : -2.26729
INFO:root:accumulate return : -2.2523
INFO:root:accumulate return : 7.20814
INFO:root:accumulate return : 7.34575
INFO:root:accumulate return : 7.11655
INFO:root:accumulate return : 7.20525
INFO:root:accumulate return : 7.02892
INFO:root:accumulate return : 7.48305
INFO:root:accumulate return : 7.31984
INFO:root:accumulate return : 7.20948
INFO:root:accumulate return : 7.16128
INFO:root:accumulate return : 7.32003
INFO:root:accumulate return : 9.40773
INFO:root:accumulate return : 9.38701
INFO:root:accumulate return : 9.39817
INFO:root:accumulate return : 9.38897
INFO:root:accumulate return : 9.40638
INFO:root:accumulate return : 9.48401
INFO:root:accumulate return : 9.37421
INFO:root:accumulate return : 9.53543
INFO:root:accumulate return : 9.51579
INFO:root:accumulate return : 9.46758
INFO:root:accumulate return : 10.5284
INFO:root:accumulate return : 10.2933
INFO:root:accumulate return : 10.18069
INFO:root:accumulate return : 10.31073
INFO:root:accumulate return : 10.50665
INFO:root:accumulate return : 10.25193
INFO:root:accumulate return : 10.61609
INFO:root:accumulate return : 10.47997
INFO:root:accumulate return : 10.34166
INFO:root:accumulate return : 10.37788
INFO:root:accumulate return : 11.30515
INFO:root:accumulate return : 11.06496
INFO:root:accumulate return : 11.06416
INFO:root:accumulate return : 10.99552
INFO:root:accumulate return : 11.07341
INFO:root:accumulate return : 11.10178
INFO:root:accumulate return : 11.11518
INFO:root:accumulate return : 10.85758
INFO:root:accumulate return : 10.81041
INFO:root:accumulate return : 11.03159
INFO:root:accumulate return : 11.40963
INFO:root:accumulate return : 11.50811
INFO:root:accumulate return : 11.50287
INFO:root:accumulate return : 11.40253
INFO:root:accumulate return : 11.21787
INFO:root:accumulate return : 11.54565
INFO:root:accumulate return : 11.26847
INFO:root:accumulate return : 11.28574
INFO:root:accumulate return : 11.23664
INFO:root:accumulate return : 11.55164
INFO:root:accumulate return : 11.44394
INFO:root:accumulate return : 11.72124
INFO:root:accumulate return : 11.46412
INFO:root:accumulate return : 11.51418
INFO:root:accumulate return : 11.74588
INFO:root:accumulate return : 11.71454
INFO:root:accumulate return : 11.7491
INFO:root:accumulate return : 11.60116
INFO:root:accumulate return : 11.73913
INFO:root:accumulate return : 11.49568
INFO:root:accumulate return : 11.86429
INFO:root:accumulate return : 11.80357
INFO:root:accumulate return : 11.85004
INFO:root:accumulate return : 11.78352
INFO:root:accumulate return : 11.99566
INFO:root:accumulate return : 11.6832
INFO:root:accumulate return : 11.90827
INFO:root:accumulate return : 12.02204
INFO:root:accumulate return : 11.8644
INFO:root:accumulate return : 11.96351
INFO:root:accumulate return : 12.08146
INFO:root:accumulate return : 11.67215
INFO:root:accumulate return : 12.11699
INFO:root:accumulate return : 12.02845
INFO:root:accumulate return : 11.69554
INFO:root:accumulate return : 11.93065
INFO:root:accumulate return : 11.89336
INFO:root:accumulate return : 12.03183
INFO:root:accumulate return : 11.92799
INFO:root:accumulate return : 11.9486
INFO:root:accumulate return : 12.34451
INFO:root:accumulate return : 11.99035
INFO:root:accumulate return : 12.13119
INFO:root:accumulate return : 12.28908
INFO:root:accumulate return : 12.21494
INFO:root:accumulate return : 12.36694
INFO:root:accumulate return : 12.00618
INFO:root:accumulate return : 12.1992
INFO:root:accumulate return : 12.23337
INFO:root:accumulate return : 12.18128
INFO:root:accumulate return : 12.33759
INFO:root:accumulate return : 12.45248
INFO:root:accumulate return : 12.47179
INFO:root:accumulate return : 12.49467
INFO:root:accumulate return : 12.59752
INFO:root:accumulate return : 12.4319
INFO:root:accumulate return : 12.30098
INFO:root:accumulate return : 12.24979
INFO:root:accumulate return : 12.62669
INFO:root:accumulate return : 12.55378
INFO:root:accumulate return : 12.70606
INFO:root:accumulate return : 12.5012
INFO:root:accumulate return : 12.6365
INFO:root:accumulate return : 12.77406
INFO:root:accumulate return : 12.68307
INFO:root:accumulate return : 12.76322
INFO:root:accumulate return : 12.72392
INFO:root:accumulate return : 12.76511
INFO:root:accumulate return : 12.54043
INFO:root:accumulate return : 12.47222
INFO:root:accumulate return : 12.42728
INFO:root:accumulate return : 12.65963
INFO:root:accumulate return : 12.82817
INFO:root:accumulate return : 12.8057
INFO:root:accumulate return : 12.76055
INFO:root:accumulate return : 12.92538
INFO:root:accumulate return : 12.57028
INFO:root:accumulate return : 12.65079
INFO:root:accumulate return : 12.44312
INFO:root:accumulate return : 12.7419
INFO:root:accumulate return : 12.85638
INFO:root:accumulate return : 12.8323
INFO:root:accumulate return : 12.86877
INFO:root:accumulate return : 12.68262
INFO:root:accumulate return : 12.6516
INFO:root:accumulate return : 13.01465
INFO:root:accumulate return : 12.87762
INFO:root:accumulate return : 12.84366
INFO:root:accumulate return : 12.60019
INFO:root:accumulate return : 12.90341
INFO:root:accumulate return : 13.27941
INFO:root:accumulate return : 12.90381
INFO:root:accumulate return : 13.05129
INFO:root:accumulate return : 13.04523
INFO:root:accumulate return : 13.08997
INFO:root:accumulate return : 12.95143
INFO:root:accumulate return : 12.92024
INFO:root:accumulate return : 12.72005
INFO:root:accumulate return : 12.87002
INFO:root:accumulate return : 12.93139
INFO:root:accumulate return : 13.15016
INFO:root:accumulate return : 13.16451
INFO:root:accumulate return : 13.13033
INFO:root:accumulate return : 12.97676
INFO:root:accumulate return : 13.06707
INFO:root:accumulate return : 13.36482
INFO:root:accumulate return : 13.12863
INFO:root:accumulate return : 13.02743
INFO:root:accumulate return : 13.17152
INFO:root:accumulate return : 13.02789
INFO:root:accumulate return : 13.18147
INFO:root:accumulate return : 13.24944
INFO:root:accumulate return : 13.34776
INFO:root:accumulate return : 13.17247
INFO:root:accumulate return : 13.25178
INFO:root:accumulate return : 12.99838
INFO:root:accumulate return : 13.1983
INFO:root:accumulate return : 13.14277
INFO:root:accumulate return : 13.2713
INFO:root:accumulate return : 13.20939
INFO:root:accumulate return : 13.17002
INFO:root:accumulate return : 13.16761
INFO:root:accumulate return : 13.20138
INFO:root:accumulate return : 13.41694
INFO:root:accumulate return : 13.25504
INFO:root:accumulate return : 13.20227
INFO:root:accumulate return : 13.22872
INFO:root:accumulate return : 13.24328
INFO:root:accumulate return : 13.2665
INFO:root:accumulate return : 13.44312
INFO:root:accumulate return : 13.54165
INFO:root:accumulate return : 13.07887
INFO:root:accumulate return : 13.40919
INFO:root:accumulate return : 13.34612
INFO:root:accumulate return : 13.41492
INFO:root:accumulate return : 13.38268
INFO:root:accumulate return : 13.35654
INFO:root:accumulate return : 13.40302
INFO:root:accumulate return : 13.34717
INFO:root:accumulate return : 13.42674
INFO:root:accumulate return : 13.27005
INFO:root:accumulate return : 13.51057
INFO:root:accumulate return : 13.53151
INFO:root:accumulate return : 13.39263
INFO:root:accumulate return : 13.44402
INFO:root:accumulate return : 13.43526
INFO:root:accumulate return : 13.53933
INFO:root:accumulate return : 13.41797
INFO:root:accumulate return : 13.5026
INFO:root:accumulate return : 13.68025
INFO:root:accumulate return : 13.67193
INFO:root:accumulate return : 13.72408
INFO:root:accumulate return : 13.69679
INFO:root:accumulate return : 13.52915
INFO:root:accumulate return : 13.4224
INFO:root:accumulate return : 13.54427
INFO:root:accumulate return : 13.75741
INFO:root:accumulate return : 13.23211
INFO:root:accumulate return : 13.71492
INFO:root:accumulate return : 13.48224
INFO:root:accumulate return : 13.34074
INFO:root:accumulate return : 13.5517
INFO:root:accumulate return : 13.55592
INFO:root:accumulate return : 13.62087
INFO:root:accumulate return : 13.39771
INFO:root:accumulate return : 13.72273
INFO:root:accumulate return : 13.49968
INFO:root:accumulate return : 13.31594
INFO:root:accumulate return : 13.67355
INFO:root:accumulate return : 13.42907
INFO:root:accumulate return : 13.72495
INFO:root:accumulate return : 13.6542
INFO:root:accumulate return : 13.75179
INFO:root:accumulate return : 13.79837
INFO:root:accumulate return : 13.64717
INFO:root:accumulate return : 13.60181
INFO:root:accumulate return : 13.76779
INFO:root:accumulate return : 13.64173
INFO:root:accumulate return : 13.624
INFO:root:accumulate return : 13.43818
INFO:root:accumulate return : 13.72873
INFO:root:accumulate return : 13.41256
INFO:root:accumulate return : 13.68327
INFO:root:accumulate return : 13.61138
INFO:root:accumulate return : 13.77295
INFO:root:accumulate return : 13.82988
INFO:root:accumulate return : 13.59934
INFO:root:accumulate return : 13.45787
INFO:root:accumulate return : 13.76909
INFO:root:accumulate return : 14.08372
INFO:root:accumulate return : 13.71302
INFO:root:accumulate return : 13.45402
INFO:root:accumulate return : 13.69561
INFO:root:accumulate return : 13.79367
INFO:root:accumulate return : 13.78052
INFO:root:accumulate return : 13.69229
INFO:root:accumulate return : 13.77631
INFO:root:accumulate return : 13.76487
INFO:root:accumulate return : 13.54678
INFO:root:accumulate return : 13.69031
INFO:root:accumulate return : 13.65008
INFO:root:accumulate return : 13.69544
INFO:root:accumulate return : 13.82834
INFO:root:accumulate return : 13.60109
INFO:root:accumulate return : 13.71782
INFO:root:accumulate return : 13.48788
INFO:root:accumulate return : 13.53096
INFO:root:accumulate return : 13.69292
INFO:root:accumulate return : 13.73691
INFO:root:accumulate return : 13.78796
INFO:root:accumulate return : 13.59708
INFO:root:accumulate return : 13.8241
INFO:root:accumulate return : 13.93736
INFO:root:accumulate return : 13.93182
INFO:root:accumulate return : 13.74221
INFO:root:accumulate return : 13.61432
INFO:root:accumulate return : 14.00401
INFO:root:accumulate return : 13.49873
INFO:root:accumulate return : 13.75874
INFO:root:accumulate return : 13.95559
INFO:root:accumulate return : 13.76797
INFO:root:accumulate return : 14.056
INFO:root:accumulate return : 13.93949
INFO:root:accumulate return : 13.78132
INFO:root:accumulate return : 13.76154
INFO:root:accumulate return : 13.86703
INFO:root:accumulate return : 13.99568
INFO:root:accumulate return : 13.88632
INFO:root:accumulate return : 14.05255
INFO:root:accumulate return : 13.90547
INFO:root:accumulate return : 14.05746
INFO:root:accumulate return : 13.83037
INFO:root:accumulate return : 13.78184
INFO:root:accumulate return : 13.60883
INFO:root:accumulate return : 13.81895
INFO:root:accumulate return : 13.75693
INFO:root:accumulate return : 13.97594
INFO:root:accumulate return : 13.84756
INFO:root:accumulate return : 13.70471
INFO:root:accumulate return : 13.69463
INFO:root:accumulate return : 13.88665
INFO:root:accumulate return : 14.0347
INFO:root:accumulate return : 13.89169
INFO:root:accumulate return : 13.89916
INFO:root:accumulate return : 14.09164
INFO:root:accumulate return : 13.8975
INFO:root:accumulate return : 13.94258
INFO:root:accumulate return : 13.85991
INFO:root:accumulate return : 14.04379
INFO:root:accumulate return : 13.87218
INFO:root:accumulate return : 13.93012
INFO:root:accumulate return : 13.86508
INFO:root:accumulate return : 13.98095
INFO:root:accumulate return : 13.97488
INFO:root:accumulate return : 13.75608
INFO:root:accumulate return : 13.96719
INFO:root:accumulate return : 14.07059
INFO:root:accumulate return : 14.23285
INFO:root:accumulate return : 13.78152
INFO:root:accumulate return : 13.69945
INFO:root:accumulate return : 14.07113
INFO:root:accumulate return : 13.94136
INFO:root:accumulate return : 14.03697
INFO:root:accumulate return : 13.94952
INFO:root:accumulate return : 14.0137
INFO:root:accumulate return : 13.8993
INFO:root:accumulate return : 14.00422
INFO:root:accumulate return : 14.0875
INFO:root:accumulate return : 14.17462
INFO:root:accumulate return : 14.16394
INFO:root:accumulate return : 14.08179
INFO:root:accumulate return : 13.88853
INFO:root:accumulate return : 14.14845
INFO:root:accumulate return : 13.92521
INFO:root:accumulate return : 13.92584
INFO:root:accumulate return : 14.00764
INFO:root:accumulate return : 14.07125
INFO:root:accumulate return : 14.11163
INFO:root:accumulate return : 13.83664
INFO:root:accumulate return : 13.83595
INFO:root:accumulate return : 13.94383
INFO:root:accumulate return : 13.86868
INFO:root:accumulate return : 14.06128
INFO:root:accumulate return : 13.73998
INFO:root:accumulate return : 14.1136
INFO:root:accumulate return : 13.84389
INFO:root:accumulate return : 14.08905
INFO:root:accumulate return : 14.19854
INFO:root:accumulate return : 13.79909
INFO:root:accumulate return : 14.0186
INFO:root:accumulate return : 13.99691
INFO:root:accumulate return : 14.09071
INFO:root:accumulate return : 13.95015
INFO:root:accumulate return : 14.11577
INFO:root:accumulate return : 13.95557
INFO:root:accumulate return : 13.86355
INFO:root:accumulate return : 13.90317
INFO:root:accumulate return : 14.12
INFO:root:accumulate return : 13.95959
INFO:root:accumulate return : 14.01112
INFO:root:accumulate return : 14.16352
INFO:root:accumulate return : 13.90234
INFO:root:accumulate return : 14.17033
INFO:root:accumulate return : 13.9749
INFO:root:accumulate return : 14.05568
INFO:root:accumulate return : 13.92974
INFO:root:accumulate return : 14.2433
INFO:root:accumulate return : 14.12086
INFO:root:accumulate return : 14.29082
INFO:root:accumulate return : 14.12933
INFO:root:accumulate return : 14.05558
INFO:root:accumulate return : 14.10616
INFO:root:accumulate return : 14.04902
INFO:root:accumulate return : 14.05217
INFO:root:accumulate return : 13.96763
INFO:root:accumulate return : 14.03158
INFO:root:accumulate return : 14.06736
INFO:root:accumulate return : 14.09735
INFO:root:accumulate return : 14.1443
INFO:root:accumulate return : 13.92558
INFO:root:accumulate return : 14.20326
INFO:root:accumulate return : 14.09067
INFO:root:accumulate return : 13.84751
INFO:root:accumulate return : 13.82189
INFO:root:accumulate return : 14.00517
INFO:root:accumulate return : 13.96965
INFO:root:accumulate return : 14.10816
INFO:root:accumulate return : 14.03594
INFO:root:accumulate return : 14.20059
INFO:root:accumulate return : 14.16576
INFO:root:accumulate return : 14.09205
INFO:root:accumulate return : 14.08481
INFO:root:accumulate return : 13.96158
INFO:root:accumulate return : 14.17925
INFO:root:accumulate return : 14.12123
INFO:root:accumulate return : 14.10415
INFO:root:accumulate return : 14.04195
INFO:root:accumulate return : 14.39022
INFO:root:accumulate return : 14.20658
INFO:root:accumulate return : 14.02473
INFO:root:accumulate return : 14.22558
INFO:root:accumulate return : 14.27583
INFO:root:accumulate return : 13.86995
INFO:root:accumulate return : 13.92631
INFO:root:accumulate return : 13.82148
INFO:root:accumulate return : 14.0828
INFO:root:accumulate return : 14.21929
INFO:root:accumulate return : 14.17129
INFO:root:accumulate return : 14.03107
INFO:root:accumulate return : 14.13493
INFO:root:accumulate return : 14.1917
INFO:root:accumulate return : 14.01782
INFO:root:accumulate return : 14.17906
INFO:root:accumulate return : 14.19663
INFO:root:accumulate return : 13.99972
INFO:root:accumulate return : 13.98282
INFO:root:accumulate return : 14.11389
INFO:root:accumulate return : 14.06455
INFO:root:accumulate return : 14.06621
INFO:root:accumulate return : 14.15138
INFO:root:accumulate return : 14.1009
INFO:root:accumulate return : 13.97931
INFO:root:accumulate return : 14.21656
INFO:root:accumulate return : 14.17943
INFO:root:accumulate return : 13.9588
INFO:root:accumulate return : 14.14899
INFO:root:accumulate return : 14.02251
INFO:root:accumulate return : 14.12435
INFO:root:accumulate return : 14.08231
INFO:root:accumulate return : 14.02297
INFO:root:accumulate return : 14.03393
INFO:root:accumulate return : 13.98332
INFO:root:accumulate return : 13.93552
INFO:root:accumulate return : 14.11148
INFO:root:accumulate return : 14.24141
INFO:root:accumulate return : 14.12079
INFO:root:accumulate return : 13.99807
INFO:root:accumulate return : 14.33003
INFO:root:accumulate return : 14.09997
INFO:root:accumulate return : 14.04835
INFO:root:accumulate return : 13.92956
INFO:root:accumulate return : 14.35695
INFO:root:accumulate return : 14.02778
INFO:root:accumulate return : 14.00673
INFO:root:accumulate return : 14.00605
INFO:root:accumulate return : 14.29826
INFO:root:accumulate return : 14.00381
INFO:root:accumulate return : 14.21622
INFO:root:accumulate return : 14.21642
INFO:root:accumulate return : 14.29952
INFO:root:accumulate return : 14.04387
INFO:root:accumulate return : 14.25526
INFO:root:accumulate return : 14.19551
